"usuario_id","idade","genero","historico_compras","categoria_preferida","tempo_na_plataforma","produtos_visualizados","nivel_atividade","realizou_compra","churn","produto_recomendado"
2943,34,"Feminino","Baixo","Esportes",12,15,"Médio","Não","Não","B"
2944,27,"Masculino","Médio","Moda",10,22,"Médio","Não","Sim","D"
2945,38,"Masculino","Médio","Moda",20,23,"Baixo","Não","Sim","B"
2946,49,"Masculino","Médio","Moda",11,20,"Alto","Sim","Não","C"
2947,49,"Masculino","Médio","Moda",15,18,"Alto","Não","Não","B"
2948,50,"Masculino","Médio","Casa",21,14,"Médio","Sim","Não","B"
2949,54,"Feminino","Médio","Casa",17,12,"Baixo","Não","Não","D"
2950,18,"Feminino","Alto","Casa",15,21,"Baixo","Sim","Sim","E"
2951,37,"Masculino","Médio","Eletrônicos",14,19,"Baixo","Não","Não","D"
2952,51,"Masculino","Baixo","Casa",24,21,"Baixo","Não","Não","D"
2953,37,"Masculino","Médio","Beleza",4,26,"Médio","Sim","Sim","C"
2954,50,"Masculino","Baixo","Beleza",6,16,"Médio","Não","Sim","E"
2955,42,"Masculino","Baixo","Moda",5,17,"Médio","Não","Sim","E"
2956,30,"Feminino","Médio","Moda",21,17,"Alto","Sim","Não","D"
2957,35,"Feminino","Médio","Casa",21,19,"Médio","Não","Não","D"
2958,20,"Masculino","Alto","Eletrônicos",15,20,"Alto","Sim","Não","A"
2959,56,"Masculino","Médio","Beleza",6,19,"Médio","Não","Não","E"
2960,21,"Feminino","Médio","Beleza",19,24,"Médio","Não","Não","E"
2961,19,"Feminino","Alto","Casa",15,25,"Alto","Sim","Não","D"
2962,49,"Masculino","Médio","Beleza",15,25,"Médio","Não","Não","D"
2963,42,"Masculino","Baixo","Moda",8,21,"Baixo","Não","Não","C"
2964,25,"Masculino","Médio","Esportes",21,17,"Alto","Não","Não","B"
2965,62,"Feminino","Baixo","Eletrônicos",18,16,"Médio","Não","Sim","C"
2966,53,"Feminino","Médio","Moda",12,13,"Baixo","Não","Sim","A"
2967,48,"Masculino","Baixo","Beleza",16,21,"Médio","Sim","Sim","B"
2968,30,"Masculino","Médio","Eletrônicos",18,22,"Baixo","Não","Não","D"
2969,28,"Masculino","Médio","Esportes",1,19,"Médio","Não","Sim","D"
2970,62,"Feminino","Médio","Beleza",4,25,"Alto","Sim","Não","A"
2971,40,"Masculino","Médio","Eletrônicos",5,25,"Médio","Não","Não","E"
2972,50,"Masculino","Baixo","Esportes",2,8,"Baixo","Sim","Não","E"
2973,53,"Masculino","Baixo","Beleza",14,13,"Baixo","Não","Sim","E"
2974,63,"Masculino","Médio","Eletrônicos",11,16,"Baixo","Sim","Sim","D"
2975,46,"Feminino","Baixo","Eletrônicos",23,23,"Médio","Não","Não","C"
2976,49,"Feminino","Médio","Casa",23,20,"Alto","Sim","Não","B"
2977,61,"Masculino","Baixo","Casa",16,29,"Baixo","Sim","Não","D"
2978,36,"Masculino","Médio","Esportes",11,16,"Médio","Não","Não","C"
2979,32,"Feminino","Baixo","Beleza",17,17,"Alto","Sim","Sim","C"
2980,54,"Feminino","Baixo","Moda",20,10,"Baixo","Sim","Sim","C"
2981,32,"Masculino","Baixo","Esportes",22,23,"Baixo","Não","Não","C"
2982,51,"Feminino","Médio","Moda",10,19,"Baixo","Sim","Sim","E"
2983,41,"Masculino","Alto","Casa",9,25,"Médio","Não","Sim","D"
2984,36,"Masculino","Alto","Moda",8,18,"Médio","Não","Sim","B"
2985,29,"Feminino","Alto","Esportes",14,19,"Médio","Sim","Não","B"
2986,44,"Masculino","Médio","Beleza",9,14,"Médio","Não","Sim","E"
2987,22,"Masculino","Alto","Esportes",4,23,"Médio","Não","Não","A"
2988,36,"Masculino","Baixo","Moda",11,21,"Baixo","Não","Sim","C"
2989,31,"Feminino","Médio","Beleza",17,24,"Médio","Não","Sim","A"
2990,55,"Feminino","Baixo","Moda",19,22,"Baixo","Sim","Sim","C"
2991,55,"Masculino","Baixo","Esportes",15,16,"Médio","Sim","Sim","D"
2992,29,"Feminino","Médio","Beleza",2,17,"Baixo","Não","Não","C"
2993,64,"Masculino","Alto","Beleza",10,27,"Médio","Sim","Sim","D"
2994,28,"Feminino","Alto","Casa",16,24,"Médio","Não","Não","B"
2995,34,"Masculino","Médio","Eletrônicos",15,24,"Alto","Sim","Sim","D"
2996,47,"Feminino","Alto","Beleza",16,21,"Baixo","Não","Não","C"
2997,52,"Masculino","Alto","Beleza",5,26,"Alto","Não","Não","D"
2998,23,"Masculino","Baixo","Esportes",11,22,"Baixo","Não","Não","D"
2999,22,"Feminino","Alto","Beleza",20,19,"Médio","Sim","Sim","C"
3000,41,"Feminino","Médio","Eletrônicos",5,16,"Baixo","Sim","Não","C"
3001,39,"Feminino","Médio","Moda",3,23,"Baixo","Sim","Sim","A"
3002,59,"Feminino","Baixo","Eletrônicos",19,20,"Alto","Não","Não","B"
3003,32,"Feminino","Baixo","Moda",14,18,"Médio","Não","Sim","E"
3004,47,"Masculino","Alto","Casa",2,17,"Alto","Sim","Não","C"
3005,28,"Masculino","Alto","Moda",12,24,"Alto","Não","Sim","A"
3006,23,"Feminino","Alto","Eletrônicos",6,17,"Baixo","Sim","Não","C"
3007,65,"Masculino","Baixo","Eletrônicos",13,17,"Baixo","Sim","Não","A"
3008,32,"Masculino","Médio","Esportes",5,23,"Baixo","Sim","Não","D"
3009,45,"Feminino","Alto","Esportes",9,25,"Médio","Não","Não","A"
3010,32,"Masculino","Baixo","Casa",1,19,"Médio","Sim","Não","E"
3011,52,"Feminino","Médio","Moda",5,24,"Médio","Não","Sim","B"
3012,33,"Masculino","Alto","Eletrônicos",14,26,"Baixo","Não","Não","B"
3013,47,"Masculino","Baixo","Moda",8,20,"Médio","Sim","Sim","E"
3014,46,"Feminino","Baixo","Casa",5,19,"Médio","Não","Sim","D"
3015,23,"Masculino","Médio","Beleza",13,25,"Alto","Sim","Sim","B"
3016,61,"Masculino","Médio","Eletrônicos",18,23,"Médio","Não","Não","A"
3017,45,"Feminino","Médio","Moda",20,19,"Alto","Não","Sim","E"
3018,28,"Masculino","Médio","Casa",7,16,"Médio","Sim","Não","D"
3019,65,"Masculino","Médio","Moda",21,18,"Médio","Sim","Não","E"
3020,43,"Feminino","Médio","Esportes",11,22,"Baixo","Não","Sim","C"
3021,30,"Feminino","Baixo","Esportes",19,21,"Baixo","Não","Não","E"
3022,31,"Masculino","Baixo","Casa",19,20,"Médio","Sim","Não","B"
3023,28,"Masculino","Alto","Casa",8,15,"Médio","Não","Não","D"
3024,21,"Feminino","Baixo","Esportes",8,27,"Médio","Sim","Não","D"
3025,20,"Feminino","Baixo","Esportes",11,24,"Baixo","Sim","Sim","D"
3026,41,"Masculino","Médio","Casa",7,25,"Alto","Sim","Não","C"
3027,25,"Masculino","Alto","Moda",7,22,"Alto","Não","Sim","A"
3028,62,"Feminino","Baixo","Eletrônicos",4,21,"Alto","Sim","Não","C"
3029,45,"Feminino","Baixo","Beleza",15,26,"Médio","Sim","Sim","D"
3030,55,"Masculino","Médio","Moda",1,17,"Médio","Sim","Não","E"
3031,24,"Feminino","Médio","Esportes",13,20,"Médio","Não","Não","D"
3032,30,"Masculino","Médio","Beleza",13,13,"Alto","Sim","Sim","A"
3033,29,"Feminino","Médio","Eletrônicos",24,20,"Alto","Não","Sim","C"
3034,22,"Feminino","Médio","Esportes",10,19,"Alto","Sim","Não","C"
3035,39,"Masculino","Médio","Beleza",9,19,"Médio","Não","Sim","B"
3036,39,"Feminino","Baixo","Beleza",13,25,"Alto","Sim","Sim","B"
3037,24,"Feminino","Médio","Casa",3,26,"Baixo","Sim","Não","D"
3038,40,"Feminino","Alto","Eletrônicos",6,10,"Médio","Não","Não","E"
3039,38,"Masculino","Alto","Moda",12,19,"Alto","Sim","Sim","E"
3040,30,"Masculino","Baixo","Casa",4,22,"Médio","Sim","Não","B"
3041,23,"Masculino","Alto","Esportes",23,19,"Médio","Não","Sim","D"
3042,31,"Feminino","Médio","Eletrônicos",16,27,"Alto","Não","Sim","B"
3043,60,"Feminino","Alto","Moda",7,18,"Alto","Não","Não","D"
3044,57,"Masculino","Baixo","Eletrônicos",18,22,"Alto","Sim","Não","A"
3045,37,"Masculino","Baixo","Esportes",10,19,"Baixo","Sim","Não","C"
3046,30,"Feminino","Alto","Beleza",1,20,"Médio","Sim","Sim","D"
3047,55,"Feminino","Baixo","Esportes",23,13,"Médio","Não","Não","B"
3048,58,"Masculino","Baixo","Eletrônicos",1,28,"Alto","Não","Não","D"
3049,36,"Masculino","Alto","Casa",1,31,"Alto","Sim","Sim","B"
3050,33,"Masculino","Médio","Eletrônicos",19,17,"Baixo","Não","Não","D"
3051,20,"Feminino","Médio","Moda",21,20,"Alto","Sim","Sim","E"
3052,50,"Masculino","Alto","Beleza",12,15,"Baixo","Não","Sim","E"
3053,59,"Masculino","Médio","Beleza",15,13,"Médio","Sim","Não","E"
3054,30,"Feminino","Baixo","Moda",23,31,"Alto","Não","Sim","D"
3055,62,"Masculino","Baixo","Beleza",24,17,"Alto","Não","Não","E"
3056,38,"Masculino","Médio","Eletrônicos",4,12,"Médio","Não","Sim","B"
3057,19,"Feminino","Alto","Esportes",14,21,"Baixo","Não","Sim","C"
3058,21,"Feminino","Médio","Beleza",11,21,"Alto","Não","Sim","E"
3059,38,"Feminino","Baixo","Moda",13,22,"Baixo","Sim","Sim","D"
3060,45,"Masculino","Médio","Casa",6,12,"Médio","Não","Não","C"
3061,38,"Masculino","Baixo","Beleza",15,18,"Baixo","Não","Não","B"
3062,45,"Feminino","Médio","Casa",19,24,"Médio","Sim","Não","C"
3063,55,"Masculino","Médio","Eletrônicos",18,26,"Médio","Não","Sim","A"
3064,20,"Masculino","Alto","Eletrônicos",22,17,"Médio","Não","Não","D"
3065,23,"Feminino","Médio","Beleza",8,16,"Alto","Não","Não","C"
3066,42,"Feminino","Baixo","Beleza",7,10,"Médio","Sim","Sim","C"
3067,51,"Masculino","Baixo","Esportes",11,21,"Alto","Sim","Sim","C"
3068,59,"Masculino","Baixo","Beleza",8,13,"Baixo","Sim","Não","C"
3069,37,"Masculino","Baixo","Casa",6,27,"Médio","Sim","Não","C"
3070,38,"Masculino","Alto","Casa",2,23,"Alto","Não","Não","B"
3071,26,"Feminino","Baixo","Eletrônicos",2,24,"Baixo","Não","Não","A"
3072,60,"Masculino","Médio","Beleza",1,17,"Alto","Não","Não","E"
3073,52,"Feminino","Alto","Eletrônicos",11,19,"Médio","Sim","Sim","E"
3074,26,"Masculino","Médio","Eletrônicos",14,19,"Baixo","Não","Sim","A"
3075,40,"Feminino","Alto","Beleza",4,24,"Alto","Não","Não","B"
3076,47,"Feminino","Médio","Beleza",21,24,"Médio","Sim","Sim","B"
3077,26,"Feminino","Médio","Esportes",9,20,"Médio","Não","Não","C"
3078,40,"Feminino","Médio","Moda",1,17,"Baixo","Sim","Não","D"
3079,55,"Feminino","Baixo","Moda",10,25,"Alto","Sim","Sim","E"
3080,42,"Masculino","Médio","Casa",18,14,"Médio","Sim","Sim","D"
3081,45,"Feminino","Alto","Casa",20,16,"Médio","Não","Não","A"
3082,33,"Masculino","Médio","Esportes",2,13,"Baixo","Não","Sim","D"
3083,45,"Feminino","Médio","Casa",12,23,"Alto","Não","Não","A"
3084,49,"Masculino","Baixo","Esportes",10,12,"Médio","Não","Não","C"
3085,36,"Masculino","Médio","Esportes",9,24,"Médio","Não","Sim","A"
3086,55,"Masculino","Médio","Beleza",22,12,"Baixo","Não","Não","B"
3087,49,"Feminino","Médio","Casa",19,31,"Médio","Sim","Não","E"
3088,58,"Masculino","Médio","Eletrônicos",11,21,"Médio","Sim","Sim","E"
3089,48,"Feminino","Baixo","Beleza",23,22,"Baixo","Não","Não","D"
3090,32,"Masculino","Alto","Beleza",1,20,"Médio","Não","Não","D"
3091,36,"Feminino","Médio","Casa",15,30,"Baixo","Não","Sim","B"
3092,55,"Feminino","Alto","Casa",12,26,"Médio","Sim","Não","B"
3093,61,"Masculino","Baixo","Casa",18,28,"Baixo","Sim","Sim","A"
3094,50,"Feminino","Médio","Casa",1,27,"Baixo","Não","Não","C"
3095,61,"Feminino","Baixo","Eletrônicos",1,20,"Médio","Sim","Não","C"
3096,62,"Masculino","Baixo","Esportes",4,22,"Baixo","Sim","Não","D"
3097,33,"Masculino","Médio","Casa",1,21,"Alto","Não","Não","E"
3098,29,"Masculino","Médio","Beleza",7,15,"Médio","Não","Sim","B"
3099,62,"Feminino","Baixo","Eletrônicos",12,21,"Médio","Não","Não","D"
3100,35,"Masculino","Alto","Casa",4,15,"Médio","Não","Não","E"
3101,60,"Masculino","Baixo","Eletrônicos",16,21,"Médio","Sim","Não","E"
3102,30,"Masculino","Alto","Beleza",17,22,"Alto","Sim","Não","C"
3103,28,"Feminino","Médio","Beleza",4,21,"Baixo","Não","Sim","A"
3104,25,"Feminino","Alto","Esportes",6,19,"Médio","Sim","Não","A"
3105,47,"Masculino","Baixo","Beleza",7,16,"Médio","Sim","Sim","A"
3106,46,"Feminino","Alto","Beleza",20,25,"Alto","Sim","Não","A"
3107,53,"Masculino","Alto","Esportes",19,16,"Médio","Sim","Sim","B"
3108,47,"Masculino","Médio","Casa",22,20,"Alto","Não","Não","B"
3109,46,"Masculino","Baixo","Beleza",1,22,"Médio","Não","Não","E"
3110,18,"Masculino","Médio","Casa",2,22,"Baixo","Sim","Não","B"
3111,34,"Feminino","Médio","Moda",23,15,"Baixo","Não","Não","B"
3112,42,"Feminino","Médio","Esportes",22,18,"Médio","Sim","Sim","C"
3113,59,"Feminino","Médio","Eletrônicos",23,19,"Médio","Não","Não","D"
3114,51,"Masculino","Alto","Beleza",24,18,"Alto","Não","Não","D"
3115,21,"Feminino","Médio","Esportes",17,24,"Médio","Não","Sim","C"
3116,65,"Masculino","Alto","Moda",21,18,"Baixo","Não","Não","C"
3117,24,"Masculino","Baixo","Esportes",23,17,"Baixo","Sim","Sim","C"
3118,22,"Masculino","Baixo","Casa",7,24,"Médio","Sim","Não","A"
3119,56,"Feminino","Baixo","Beleza",13,18,"Baixo","Não","Não","D"
3120,24,"Feminino","Baixo","Esportes",6,15,"Médio","Sim","Sim","C"
3121,34,"Masculino","Baixo","Casa",19,17,"Médio","Sim","Não","A"
3122,53,"Masculino","Alto","Moda",11,15,"Médio","Não","Sim","B"
3123,40,"Feminino","Baixo","Esportes",24,16,"Médio","Sim","Sim","A"
3124,29,"Masculino","Baixo","Moda",14,19,"Médio","Sim","Sim","E"
3125,28,"Feminino","Médio","Beleza",5,22,"Baixo","Sim","Não","C"
3126,31,"Feminino","Alto","Beleza",9,16,"Alto","Sim","Não","D"
3127,61,"Feminino","Médio","Casa",20,20,"Médio","Não","Sim","D"
3128,24,"Feminino","Médio","Moda",10,21,"Alto","Sim","Não","C"
3129,65,"Feminino","Médio","Eletrônicos",21,17,"Alto","Não","Não","E"
3130,41,"Masculino","Baixo","Beleza",14,22,"Alto","Não","Não","A"
3131,35,"Masculino","Baixo","Moda",9,13,"Médio","Sim","Não","D"
3132,18,"Feminino","Baixo","Casa",3,29,"Alto","Sim","Não","A"
3133,45,"Masculino","Baixo","Casa",20,23,"Médio","Sim","Não","E"
3134,37,"Feminino","Alto","Beleza",13,21,"Baixo","Sim","Sim","D"
3135,20,"Feminino","Baixo","Beleza",11,13,"Baixo","Não","Não","E"
3136,19,"Feminino","Baixo","Moda",8,23,"Alto","Não","Não","D"
3137,24,"Masculino","Médio","Esportes",24,22,"Médio","Não","Sim","C"
3138,47,"Feminino","Alto","Esportes",10,16,"Alto","Não","Sim","A"
3139,49,"Feminino","Médio","Beleza",23,24,"Alto","Não","Sim","A"
3140,48,"Feminino","Médio","Eletrônicos",1,12,"Alto","Não","Sim","B"
3141,27,"Feminino","Baixo","Eletrônicos",2,19,"Médio","Não","Sim","B"
3142,28,"Masculino","Baixo","Esportes",11,21,"Baixo","Não","Não","B"
3143,45,"Feminino","Baixo","Eletrônicos",13,17,"Alto","Não","Não","A"
3144,60,"Masculino","Médio","Moda",7,17,"Alto","Não","Não","A"
3145,59,"Feminino","Baixo","Casa",3,19,"Médio","Sim","Não","D"
3146,63,"Masculino","Baixo","Eletrônicos",19,25,"Médio","Sim","Não","C"
3147,26,"Feminino","Médio","Eletrônicos",13,23,"Alto","Não","Não","C"
3148,19,"Masculino","Baixo","Eletrônicos",21,23,"Médio","Sim","Não","D"
3149,45,"Masculino","Baixo","Casa",8,17,"Médio","Sim","Não","A"
3150,49,"Feminino","Médio","Casa",23,16,"Baixo","Não","Não","E"
3151,22,"Feminino","Baixo","Moda",23,24,"Alto","Não","Sim","A"
3152,44,"Masculino","Baixo","Casa",6,11,"Alto","Não","Sim","E"
3153,44,"Feminino","Médio","Casa",15,19,"Baixo","Não","Não","A"
3154,18,"Masculino","Baixo","Moda",13,13,"Baixo","Sim","Não","E"
3155,37,"Masculino","Baixo","Casa",20,24,"Alto","Não","Sim","A"
3156,27,"Masculino","Médio","Eletrônicos",21,23,"Médio","Não","Sim","B"
3157,61,"Masculino","Alto","Eletrônicos",18,22,"Médio","Sim","Não","D"
3158,44,"Feminino","Alto","Eletrônicos",12,21,"Médio","Não","Não","B"
3159,31,"Masculino","Médio","Eletrônicos",2,21,"Baixo","Não","Não","A"
3160,21,"Feminino","Baixo","Moda",24,16,"Alto","Não","Sim","A"
3161,58,"Masculino","Alto","Moda",5,20,"Baixo","Sim","Não","D"
3162,31,"Feminino","Médio","Eletrônicos",8,25,"Baixo","Não","Não","E"
3163,42,"Feminino","Médio","Beleza",24,21,"Alto","Sim","Não","E"
3164,24,"Feminino","Alto","Esportes",6,25,"Baixo","Sim","Sim","E"
3165,42,"Feminino","Médio","Beleza",7,22,"Alto","Sim","Sim","D"
3166,53,"Masculino","Médio","Beleza",23,21,"Médio","Não","Sim","D"
3167,26,"Feminino","Médio","Beleza",14,22,"Baixo","Sim","Não","E"
3168,60,"Masculino","Baixo","Esportes",14,19,"Médio","Sim","Não","A"
3169,28,"Feminino","Alto","Eletrônicos",22,18,"Baixo","Sim","Não","B"
3170,34,"Masculino","Baixo","Esportes",11,17,"Médio","Não","Não","D"
3171,49,"Feminino","Baixo","Moda",20,19,"Médio","Não","Não","A"
3172,37,"Masculino","Médio","Casa",21,24,"Médio","Não","Não","D"
3173,30,"Feminino","Baixo","Casa",8,28,"Alto","Sim","Não","B"
3174,28,"Feminino","Baixo","Moda",18,15,"Médio","Sim","Sim","D"
3175,47,"Masculino","Baixo","Casa",23,18,"Médio","Não","Não","C"
3176,56,"Masculino","Alto","Beleza",8,26,"Médio","Sim","Não","A"
3177,29,"Feminino","Baixo","Beleza",5,19,"Alto","Não","Não","C"
3178,65,"Feminino","Médio","Moda",3,26,"Baixo","Sim","Sim","E"
3179,32,"Feminino","Médio","Eletrônicos",23,20,"Baixo","Não","Sim","E"
3180,38,"Feminino","Baixo","Beleza",2,27,"Baixo","Não","Sim","B"
3181,65,"Masculino","Médio","Beleza",1,15,"Médio","Não","Sim","D"
3182,55,"Masculino","Baixo","Beleza",23,7,"Alto","Não","Sim","E"
3183,64,"Feminino","Baixo","Casa",12,24,"Alto","Sim","Não","E"
3184,34,"Feminino","Médio","Beleza",8,24,"Alto","Não","Sim","C"
3185,47,"Feminino","Médio","Moda",21,22,"Baixo","Sim","Sim","B"
3186,28,"Feminino","Alto","Eletrônicos",3,23,"Alto","Não","Não","E"
3187,27,"Feminino","Médio","Eletrônicos",9,22,"Baixo","Não","Não","E"
3188,19,"Feminino","Médio","Eletrônicos",11,21,"Baixo","Não","Sim","E"
3189,43,"Masculino","Baixo","Eletrônicos",18,16,"Baixo","Não","Não","C"
3190,40,"Masculino","Baixo","Casa",9,12,"Alto","Não","Sim","E"
3191,55,"Feminino","Médio","Casa",13,24,"Baixo","Não","Sim","D"
3192,27,"Masculino","Baixo","Casa",24,20,"Médio","Não","Não","E"
3193,50,"Feminino","Baixo","Casa",4,27,"Médio","Sim","Não","D"
3194,30,"Feminino","Baixo","Beleza",12,20,"Médio","Não","Não","C"
3195,63,"Masculino","Médio","Beleza",22,20,"Alto","Sim","Não","E"
3196,24,"Feminino","Baixo","Beleza",16,19,"Médio","Não","Não","D"
3197,20,"Feminino","Baixo","Beleza",12,24,"Médio","Não","Não","A"
3198,25,"Feminino","Baixo","Moda",23,19,"Baixo","Não","Não","D"
3199,65,"Masculino","Baixo","Moda",21,26,"Médio","Sim","Não","E"
3200,65,"Masculino","Médio","Casa",6,24,"Médio","Sim","Sim","B"
3201,59,"Masculino","Médio","Casa",21,21,"Alto","Não","Sim","E"
3202,41,"Feminino","Médio","Casa",8,24,"Médio","Sim","Sim","E"
3203,62,"Feminino","Baixo","Casa",12,16,"Médio","Sim","Não","A"
3204,64,"Feminino","Baixo","Beleza",12,31,"Baixo","Sim","Sim","E"
3205,52,"Masculino","Baixo","Beleza",19,14,"Médio","Não","Não","E"
3206,33,"Masculino","Baixo","Beleza",18,24,"Médio","Sim","Sim","B"
3207,53,"Feminino","Baixo","Casa",7,26,"Alto","Não","Sim","B"
3208,37,"Masculino","Alto","Esportes",21,14,"Médio","Sim","Não","A"
3209,55,"Masculino","Baixo","Eletrônicos",11,19,"Médio","Sim","Sim","C"
3210,48,"Masculino","Baixo","Esportes",20,22,"Alto","Sim","Sim","C"
3211,51,"Masculino","Médio","Moda",24,22,"Baixo","Não","Sim","E"
3212,19,"Masculino","Baixo","Esportes",10,20,"Alto","Não","Sim","C"
3213,32,"Feminino","Médio","Esportes",16,26,"Médio","Sim","Não","A"
3214,23,"Masculino","Alto","Casa",1,23,"Alto","Sim","Sim","D"
3215,28,"Masculino","Baixo","Eletrônicos",3,16,"Baixo","Sim","Não","A"
3216,47,"Masculino","Baixo","Beleza",22,27,"Baixo","Sim","Não","E"
3217,49,"Feminino","Baixo","Casa",11,20,"Médio","Não","Não","A"
3218,49,"Feminino","Médio","Esportes",13,19,"Médio","Sim","Não","C"
3219,49,"Feminino","Médio","Moda",24,32,"Alto","Não","Não","E"
3220,38,"Masculino","Baixo","Eletrônicos",17,16,"Médio","Sim","Não","A"
3221,53,"Feminino","Baixo","Moda",19,19,"Médio","Não","Não","A"
3222,52,"Feminino","Alto","Moda",14,14,"Médio","Sim","Sim","B"
3223,59,"Feminino","Médio","Moda",1,18,"Médio","Sim","Não","B"
3224,40,"Masculino","Baixo","Esportes",20,17,"Médio","Sim","Não","B"
3225,56,"Feminino","Baixo","Casa",17,21,"Alto","Não","Não","A"
3226,33,"Masculino","Baixo","Moda",2,19,"Médio","Sim","Sim","A"
3227,52,"Masculino","Baixo","Eletrônicos",22,23,"Baixo","Não","Não","C"
3228,52,"Masculino","Médio","Eletrônicos",10,16,"Médio","Não","Não","A"
3229,42,"Feminino","Médio","Eletrônicos",21,19,"Médio","Não","Não","D"
3230,41,"Masculino","Baixo","Moda",5,21,"Médio","Não","Não","A"
3231,61,"Feminino","Baixo","Casa",11,22,"Alto","Não","Sim","D"
3232,21,"Feminino","Alto","Beleza",22,17,"Baixo","Não","Não","E"
3233,47,"Feminino","Médio","Esportes",4,25,"Médio","Não","Sim","E"
3234,38,"Feminino","Baixo","Esportes",5,24,"Alto","Não","Sim","C"
3235,24,"Masculino","Alto","Moda",20,28,"Alto","Sim","Sim","A"
3236,26,"Feminino","Alto","Beleza",21,25,"Baixo","Sim","Não","C"
3237,33,"Feminino","Médio","Beleza",4,25,"Alto","Não","Sim","C"
3238,27,"Feminino","Médio","Beleza",7,23,"Médio","Não","Não","D"
3239,49,"Masculino","Médio","Eletrônicos",21,17,"Médio","Não","Sim","A"
3240,34,"Feminino","Médio","Moda",15,15,"Baixo","Sim","Não","B"
3241,24,"Masculino","Médio","Eletrônicos",10,19,"Alto","Sim","Não","E"
3242,25,"Masculino","Médio","Moda",10,20,"Médio","Não","Sim","E"
3243,48,"Masculino","Baixo","Esportes",19,23,"Baixo","Sim","Não","E"
3244,33,"Masculino","Médio","Esportes",2,21,"Baixo","Não","Sim","A"
3245,40,"Masculino","Baixo","Eletrônicos",23,14,"Alto","Não","Não","B"
3246,49,"Masculino","Baixo","Esportes",20,18,"Baixo","Sim","Sim","B"
3247,23,"Feminino","Alto","Beleza",9,20,"Alto","Não","Não","A"
3248,38,"Masculino","Baixo","Eletrônicos",17,24,"Baixo","Sim","Não","A"
3249,40,"Masculino","Alto","Esportes",17,22,"Baixo","Não","Sim","B"
3250,27,"Feminino","Médio","Eletrônicos",4,22,"Baixo","Não","Não","A"
3251,64,"Masculino","Médio","Beleza",22,21,"Baixo","Não","Sim","A"
3252,46,"Feminino","Alto","Eletrônicos",6,18,"Alto","Sim","Sim","E"
3253,53,"Feminino","Baixo","Moda",14,17,"Alto","Não","Não","A"
3254,44,"Masculino","Médio","Beleza",21,19,"Médio","Não","Não","C"
3255,35,"Masculino","Baixo","Moda",1,18,"Baixo","Não","Sim","E"
3256,41,"Feminino","Médio","Beleza",17,14,"Baixo","Não","Não","D"
3257,54,"Feminino","Baixo","Casa",21,22,"Alto","Sim","Não","A"
3258,37,"Masculino","Médio","Eletrônicos",21,18,"Alto","Não","Não","E"
3259,44,"Masculino","Baixo","Casa",18,17,"Baixo","Não","Não","E"
3260,20,"Masculino","Alto","Esportes",1,26,"Médio","Sim","Sim","C"
3261,35,"Masculino","Baixo","Casa",2,20,"Baixo","Sim","Não","C"
3262,57,"Masculino","Médio","Eletrônicos",7,17,"Alto","Sim","Não","B"
3263,29,"Feminino","Médio","Esportes",8,20,"Alto","Sim","Sim","E"
3264,53,"Masculino","Médio","Casa",4,19,"Alto","Não","Não","E"
3265,30,"Feminino","Alto","Beleza",4,17,"Alto","Não","Sim","E"
3266,55,"Feminino","Baixo","Moda",9,25,"Médio","Sim","Não","D"
3267,59,"Feminino","Médio","Moda",12,23,"Médio","Sim","Sim","C"
3268,34,"Masculino","Baixo","Beleza",21,22,"Alto","Sim","Não","E"
3269,35,"Feminino","Baixo","Beleza",2,14,"Alto","Sim","Não","D"
3270,25,"Masculino","Médio","Eletrônicos",18,24,"Alto","Sim","Não","E"
3271,62,"Masculino","Médio","Beleza",22,18,"Médio","Não","Não","C"
3272,18,"Masculino","Alto","Beleza",1,27,"Médio","Sim","Sim","B"
3273,18,"Feminino","Baixo","Eletrônicos",24,24,"Alto","Sim","Sim","E"
3274,65,"Masculino","Baixo","Esportes",10,15,"Médio","Sim","Não","A"
3275,22,"Masculino","Baixo","Esportes",13,25,"Médio","Não","Não","B"
3276,59,"Masculino","Alto","Esportes",8,31,"Baixo","Sim","Não","C"
3277,44,"Feminino","Baixo","Casa",23,21,"Alto","Sim","Sim","D"
3278,53,"Feminino","Médio","Moda",2,24,"Alto","Sim","Não","E"
3279,38,"Masculino","Baixo","Esportes",8,25,"Baixo","Não","Não","B"
3280,43,"Feminino","Baixo","Casa",15,18,"Baixo","Sim","Não","B"
3281,59,"Feminino","Médio","Casa",4,15,"Médio","Não","Sim","E"
3282,29,"Masculino","Médio","Eletrônicos",5,24,"Médio","Sim","Não","E"
3283,37,"Feminino","Baixo","Moda",24,21,"Baixo","Sim","Sim","B"
3284,57,"Feminino","Médio","Moda",8,14,"Baixo","Não","Sim","A"
3285,33,"Masculino","Alto","Moda",11,16,"Médio","Não","Sim","C"
3286,22,"Masculino","Médio","Casa",18,22,"Alto","Não","Sim","B"
3287,60,"Feminino","Médio","Casa",8,17,"Médio","Sim","Sim","D"
3288,24,"Feminino","Alto","Esportes",17,17,"Médio","Sim","Não","A"
3289,43,"Masculino","Alto","Casa",17,21,"Médio","Não","Não","D"
3290,47,"Feminino","Baixo","Eletrônicos",6,24,"Médio","Sim","Não","E"
3291,33,"Feminino","Médio","Beleza",11,14,"Baixo","Não","Não","D"
3292,45,"Feminino","Baixo","Esportes",18,21,"Baixo","Não","Não","C"
