"tipo_plano","satisfacao_cliente","gasto_mensal","uso_servicos_adicionais","reclamacoes_recentes","churn"
"Avançado",1.5,59.8318329258137,"Sim","Não","Não"
"Intermediário",1.7,85.4666888788877,"Não","Não","Sim"
"Intermediário",4.9,98.096083290164,"Não","Não","Sim"
"Avançado",2.7,108.607868909878,"Não","Não","Não"
"Avançado",4.9,77.1540823866006,"Não","Não","Não"
"Intermediário",2.8,114.349510126455,"Não","Não","Não"
"Avançado",4.8,69.981437757107,"Não","Não","Não"
"Básico",1.1,106.087022320582,"Não","Não","Sim"
"Básico",3.4,85.8745195926539,"Sim","Não","Sim"
"Avançado",2.1,95.0553739661987,"Sim","Sim","Sim"
"Intermediário",4.3,78.9710213722121,"Não","Não","Não"
"Avançado",1.4,85.1883406200441,"Não","Não","Não"
"Intermediário",4.8,68.9122141981412,"Não","Sim","Não"
"Básico",4.1,93.6090684553788,"Não","Não","Sim"
"Avançado",4.8,79.3438854987009,"Não","Sim","Não"
"Básico",4.7,111.151850171162,"Não","Sim","Sim"
"Intermediário",3,112.411370208186,"Não","Não","Não"
"Básico",1.7,96.4656365480665,"Sim","Não","Sim"
"Intermediário",2.4,123.920962761627,"Não","Sim","Sim"
"Intermediário",3.3,83.0443034832284,"Sim","Não","Sim"
"Intermediário",3.2,102.66305215164,"Não","Não","Não"
"Avançado",2.9,125.557001398661,"Sim","Não","Não"
"Básico",4.8,112.619998222833,"Sim","Sim","Sim"
"Intermediário",2.5,93.4554101213895,"Sim","Não","Sim"
"Básico",1.6,74.5335926418468,"Não","Sim","Não"
"Intermediário",3.3,76.8370660104451,"Sim","Não","Não"
"Intermediário",4.4,98.1797094874802,"Não","Não","Não"
"Intermediário",2.6,97.6155423759331,"Sim","Sim","Não"
"Intermediário",2.7,125.373296328419,"Não","Não","Não"
"Básico",2,122.521710115013,"Não","Não","Não"
"Básico",1.7,108.864955243796,"Não","Não","Não"
"Intermediário",4.5,111.28260117686,"Não","Sim","Não"
"Intermediário",2,103.197534715554,"Não","Não","Sim"
"Intermediário",4.8,108.310174605568,"Sim","Sim","Sim"
"Intermediário",4,110.373443034548,"Não","Sim","Não"
"Intermediário",2.2,44.2255763406242,"Sim","Sim","Sim"
"Intermediário",2.5,91.7138213121966,"Sim","Sim","Não"
"Básico",4.5,73.1830608810611,"Não","Não","Sim"
"Intermediário",4.2,104.581242111469,"Não","Sim","Sim"
"Avançado",4.4,122.556177509608,"Sim","Sim","Não"
"Avançado",4.3,89.219031999647,"Sim","Não","Sim"
"Básico",1.3,100.84452180787,"Não","Não","Não"
"Avançado",3.8,115.002822076405,"Sim","Não","Não"
"Avançado",1.1,103.663320226324,"Não","Sim","Não"
"Intermediário",2.7,138.927852859465,"Sim","Sim","Sim"
"Avançado",2.3,68.1028037637918,"Não","Sim","Não"
"Avançado",1.4,68.0805303125851,"Sim","Não","Não"
"Intermediário",1.4,77.5464336507841,"Sim","Sim","Não"
"Básico",1.8,81.8076511988674,"Sim","Não","Sim"
"Básico",2.1,104.950313737438,"Não","Sim","Sim"
"Básico",2.6,71.1927409943333,"Sim","Sim","Sim"
"Avançado",2.5,85.4816046976357,"Sim","Não","Não"
"Intermediário",2.6,125.708951716462,"Não","Sim","Sim"
"Básico",1,134.436017957623,"Não","Sim","Sim"
"Avançado",2.9,96.10656308659,"Não","Não","Não"
"Intermediário",3.2,115.209446378667,"Sim","Não","Sim"
"Básico",2.5,144.564142748859,"Não","Não","Sim"
"Básico",2,99.4733281791246,"Não","Sim","Não"
"Básico",1.8,117.879122190527,"Não","Sim","Não"
"Avançado",2.3,70.2926306326305,"Não","Sim","Não"
"Avançado",4.1,86.4380550726538,"Não","Sim","Não"
"Intermediário",4.8,74.6903855118106,"Sim","Não","Sim"
"Básico",3.4,106.86368896752,"Sim","Sim","Sim"
"Avançado",2.3,120.809286137184,"Não","Não","Não"
"Avançado",3.4,102.562051836174,"Sim","Não","Não"
"Básico",1.2,129.650411963019,"Sim","Não","Sim"
"Intermediário",4.8,123.162719425433,"Sim","Não","Sim"
"Básico",2.1,68.10818763739,"Sim","Sim","Não"
"Básico",4,114.829048270534,"Não","Sim","Não"
"Intermediário",3.8,120.311174071333,"Sim","Não","Sim"
"Intermediário",3.1,122.716397516139,"Sim","Sim","Sim"
"Avançado",4.9,98.5343891969854,"Não","Não","Não"
"Básico",2.5,112.179354478956,"Sim","Não","Não"
"Avançado",2.9,120.471866467899,"Não","Não","Não"
"Avançado",2.1,75.8912908805879,"Não","Não","Sim"
"Intermediário",1.9,117.876870980714,"Sim","Não","Sim"
"Básico",4.1,79.9307007577994,"Não","Sim","Sim"
"Avançado",3.4,104.019786511882,"Sim","Não","Não"
"Básico",2.8,75.85847304058,"Sim","Não","Sim"
"Básico",4.8,70.5358701205237,"Não","Sim","Não"
"Intermediário",1.5,128.571074731109,"Sim","Sim","Não"
"Intermediário",3.4,82.6828799636301,"Sim","Sim","Não"
"Intermediário",4.6,85.7323729540508,"Sim","Sim","Sim"
"Básico",3.9,95.3854896865799,"Sim","Sim","Não"
"Básico",2.6,94.1413895031117,"Não","Sim","Não"
"Básico",4.5,101.087261228015,"Sim","Não","Sim"
"Avançado",2.4,102.888358960032,"Não","Não","Não"
"Básico",4.3,113.149344490757,"Sim","Sim","Não"
"Básico",3.4,91.9562891334448,"Não","Não","Não"
"Básico",2.8,114.693526242108,"Não","Sim","Sim"
"Intermediário",2,118.937261196633,"Sim","Sim","Não"
"Intermediário",3.5,97.9852159111446,"Não","Sim","Não"
"Básico",1.2,86.3623208505961,"Não","Sim","Sim"
"Básico",1.4,92.646505895376,"Sim","Sim","Sim"
"Intermediário",4,124.54762927062,"Não","Sim","Não"
"Básico",4.5,104.155235218045,"Sim","Não","Sim"
"Básico",4.5,111.055016252246,"Não","Não","Sim"
"Intermediário",1.7,106.076152184238,"Sim","Não","Não"
"Básico",2.7,113.570387550347,"Não","Não","Sim"
"Básico",3.3,94.1885698768497,"Sim","Sim","Sim"
"Básico",4.7,119.440345429321,"Sim","Sim","Não"
"Intermediário",3.7,98.8925495142259,"Sim","Sim","Não"
"Básico",1.2,128.194181970778,"Sim","Não","Sim"
"Intermediário",3.7,79.5418786335281,"Não","Sim","Não"
"Avançado",4.6,102.068257398376,"Sim","Não","Não"
"Básico",3,95.4940628207416,"Não","Não","Não"
"Avançado",1.6,86.699232812516,"Sim","Sim","Sim"
"Avançado",2.4,83.4366872299746,"Sim","Sim","Sim"
"Básico",4.8,102.362467126854,"Não","Sim","Sim"
"Avançado",3.2,102.079801832094,"Não","Não","Não"
"Básico",1.4,68.6943689243657,"Não","Sim","Não"
"Avançado",2.5,134.716909399273,"Não","Sim","Sim"
"Básico",1.7,111.585162410375,"Sim","Não","Não"
"Básico",2.4,140.395231629261,"Sim","Sim","Não"
"Intermediário",2.7,85.2711886287716,"Não","Não","Sim"
"Intermediário",3.8,97.8740670559371,"Sim","Não","Sim"
"Básico",1.3,67.5700556740981,"Sim","Não","Não"
"Intermediário",3.8,91.5318991487874,"Sim","Sim","Não"
"Básico",4.3,131.414106289246,"Sim","Não","Sim"
"Intermediário",2.5,126.564422638104,"Não","Sim","Sim"
"Avançado",2.4,140.29416502723,"Não","Não","Não"
"Intermediário",5,118.87634903578,"Não","Não","Sim"
"Intermediário",3,113.324433355953,"Sim","Não","Não"
"Básico",3.8,83.8179789926542,"Não","Sim","Não"
"Intermediário",4.2,84.9404860524441,"Não","Não","Não"
"Intermediário",2.9,79.6464621996698,"Sim","Não","Não"
"Intermediário",2.2,81.6315526740524,"Não","Sim","Não"
"Básico",4.7,88.4300743619765,"Sim","Sim","Sim"
"Básico",3.8,104.009261142821,"Não","Sim","Não"
"Básico",1.6,105.796496402022,"Não","Não","Não"
"Intermediário",3.5,121.802435944152,"Não","Não","Sim"
"Intermediário",3.4,80.2334371697935,"Não","Sim","Não"
"Avançado",3.5,114.452649837771,"Não","Sim","Não"
"Intermediário",4.1,98.5686089904573,"Sim","Sim","Sim"
"Básico",4.3,114.040617772081,"Não","Sim","Não"
"Intermediário",4.8,117.265506994953,"Sim","Não","Não"
"Avançado",1.7,103.625368294295,"Não","Sim","Não"
"Intermediário",1.8,100.524623030673,"Sim","Não","Não"
"Intermediário",2,111.152071623362,"Não","Não","Não"
"Intermediário",4.8,82.729756233173,"Sim","Sim","Não"
"Avançado",1.3,103.972371370256,"Sim","Sim","Não"
"Avançado",1.5,137.287245148631,"Não","Sim","Não"
"Avançado",4.3,114.441634214239,"Sim","Sim","Sim"
"Básico",2.8,90.4452773153378,"Sim","Não","Sim"
"Avançado",3.9,124.779411230179,"Não","Não","Não"
"Básico",1.6,100.200059748786,"Não","Não","Sim"
"Básico",1.1,137.494247684032,"Sim","Não","Não"
"Intermediário",1.4,71.6886345335689,"Não","Sim","Sim"
"Intermediário",2.8,91.4133687265709,"Sim","Não","Não"
"Básico",4.6,92.2293020915699,"Sim","Sim","Sim"
"Avançado",4,94.4158450416002,"Sim","Não","Sim"
"Avançado",1.8,118.661759021202,"Não","Não","Não"
"Avançado",4.5,116.468010300904,"Não","Não","Sim"
"Intermediário",4.4,95.2285481879904,"Sim","Não","Não"
"Intermediário",4.2,92.4454067238479,"Não","Não","Sim"
"Avançado",3.8,108.705156195342,"Sim","Não","Não"
"Intermediário",2.6,107.508024220434,"Não","Sim","Sim"
"Intermediário",1.4,108.411417585359,"Não","Não","Sim"
"Intermediário",4.3,81.1131359258624,"Não","Não","Não"
"Intermediário",4.9,118.083044067203,"Não","Não","Sim"
"Básico",2.8,90.1702540060312,"Não","Não","Sim"
"Avançado",2.1,91.4780012040612,"Sim","Não","Sim"
"Intermediário",1.5,91.623840852382,"Não","Não","Sim"
"Básico",3.8,94.7473925771819,"Não","Sim","Não"
"Básico",3.4,84.8176324577694,"Não","Não","Não"
"Avançado",4.8,95.9147804446777,"Sim","Sim","Não"
"Intermediário",2.3,109.58050906613,"Não","Não","Sim"
"Básico",4.5,80.5034857137507,"Não","Não","Não"
"Intermediário",2.7,101.911253737417,"Não","Não","Não"
"Intermediário",1.5,107.622711831503,"Não","Sim","Não"
"Avançado",4.8,124.260386021728,"Não","Não","Sim"
"Avançado",2.9,101.745312125063,"Sim","Não","Sim"
"Intermediário",2,134.543677512163,"Não","Não","Sim"
"Básico",2.9,104.659127893815,"Sim","Sim","Não"
"Avançado",1.5,88.6737118604132,"Sim","Não","Não"
"Avançado",3,96.4397221280138,"Sim","Sim","Não"
"Avançado",1.6,118.467564397242,"Sim","Não","Não"
"Avançado",2.1,80.2502760139609,"Não","Não","Sim"
"Intermediário",3.3,110.574816180529,"Sim","Não","Sim"
"Intermediário",2.4,112.475058595069,"Não","Não","Sim"
"Básico",1.3,90.4571419791859,"Sim","Não","Sim"
"Avançado",2.2,96.3735528775075,"Sim","Não","Sim"
"Avançado",4.4,61.7514622928463,"Não","Não","Sim"
"Básico",3.5,118.308301510912,"Sim","Sim","Não"
"Básico",1.8,101.863258310947,"Não","Não","Não"
"Básico",4.1,126.599581260943,"Sim","Não","Sim"
"Avançado",4.3,91.8010390538334,"Não","Não","Sim"
"Avançado",3.7,96.9997452660533,"Não","Não","Sim"
"Intermediário",1.6,88.1603353456249,"Não","Sim","Não"
"Básico",3.7,60.4062532240348,"Sim","Sim","Sim"
"Básico",1.9,124.256065581149,"Não","Sim","Sim"
"Intermediário",3.4,88.9510381461589,"Sim","Não","Não"
"Avançado",1.4,122.163126846557,"Sim","Não","Sim"
"Avançado",3.9,58.8473496054002,"Sim","Sim","Não"
"Avançado",2.9,119.73763665506,"Não","Sim","Sim"
"Avançado",4.3,75.3247801930239,"Sim","Não","Sim"
"Básico",1.2,95.1694282472752,"Não","Não","Não"
"Intermediário",3.5,92.4503578875445,"Não","Sim","Sim"
"Intermediário",3.7,115.261104258604,"Sim","Sim","Não"
"Intermediário",1.1,129.524080718105,"Não","Sim","Não"
"Intermediário",2.4,121.794566269327,"Sim","Sim","Não"
"Básico",4.6,122.959082374975,"Sim","Sim","Sim"
"Avançado",1.4,100.886396999865,"Sim","Sim","Não"
"Avançado",2.6,99.2076169844644,"Sim","Não","Não"
"Intermediário",2.4,109.802468378148,"Não","Não","Sim"
"Avançado",1.5,136.500463019028,"Sim","Não","Não"
"Avançado",4.8,73.50431021377,"Não","Não","Não"
"Intermediário",1.5,110.751000170174,"Não","Não","Não"
"Intermediário",4.7,99.6520817511935,"Não","Não","Não"
"Básico",4.9,93.353522554354,"Sim","Não","Sim"
"Básico",2.5,114.966734616642,"Não","Não","Não"
"Intermediário",1.4,88.1475603791715,"Sim","Não","Não"
"Avançado",2,89.263207691344,"Sim","Não","Sim"
"Intermediário",2.5,104.356661945572,"Sim","Sim","Sim"
"Avançado",3.4,103.822035656838,"Sim","Sim","Não"
"Avançado",3.9,75.028836702161,"Não","Sim","Não"
"Avançado",3.1,66.9404397144884,"Sim","Não","Não"
"Avançado",2,101.666883338289,"Não","Não","Não"
"Intermediário",4.7,108.138098505826,"Não","Sim","Não"
"Intermediário",2.9,57.7670300608826,"Não","Não","Não"
"Intermediário",4.8,88.5041548561921,"Não","Sim","Não"
"Básico",4.4,115.908200497282,"Não","Não","Não"
"Básico",2.3,84.8197344001663,"Sim","Não","Sim"
"Avançado",3.7,137.526749566688,"Não","Não","Não"
"Intermediário",3.1,113.925283932826,"Sim","Não","Sim"
"Avançado",3.4,92.8525874212768,"Sim","Não","Não"
"Básico",2.4,104.086269733624,"Sim","Não","Não"
"Avançado",1.2,102.372421783374,"Sim","Sim","Não"
"Básico",3.2,82.7977855501545,"Não","Sim","Não"
"Avançado",4.7,105.353379856603,"Não","Sim","Não"
"Avançado",2.4,96.0210914553026,"Não","Não","Não"
"Intermediário",3.7,102.225711276861,"Sim","Sim","Sim"
"Avançado",2.7,128.377806051188,"Sim","Sim","Não"
"Básico",1.2,124.588822322421,"Não","Não","Não"
"Avançado",2.9,93.6277390740097,"Não","Não","Não"
"Básico",2.5,104.638061841223,"Não","Sim","Não"
"Básico",4.1,53.6736380146968,"Não","Não","Não"
"Básico",4.9,134.930002724494,"Sim","Sim","Sim"
"Avançado",4.4,93.2025480242867,"Não","Não","Sim"
"Avançado",3.6,112.566360301312,"Sim","Sim","Sim"
"Avançado",1.6,93.6911503585246,"Não","Não","Sim"
"Básico",3.2,110.954538185435,"Sim","Não","Sim"
"Avançado",2.4,82.1222877319194,"Sim","Sim","Sim"
"Avançado",3.7,109.995811764519,"Não","Sim","Sim"
"Básico",4,148.259633525501,"Sim","Sim","Não"
"Básico",4.7,101.137920012593,"Não","Não","Sim"
"Avançado",1.3,107.935668091184,"Sim","Sim","Sim"
"Básico",4.5,133.000295045648,"Sim","Sim","Não"
"Avançado",3.9,83.2325521961433,"Sim","Não","Sim"
"Básico",3.3,94.1994742421131,"Não","Não","Sim"
"Básico",1.5,78.4302001591039,"Sim","Sim","Sim"
"Básico",3.6,75.1199159213603,"Não","Não","Sim"
"Avançado",1.8,63.5177506480431,"Sim","Sim","Não"
"Básico",1.5,97.8119429861383,"Sim","Sim","Não"
"Básico",1.7,124.47243449591,"Sim","Sim","Não"
"Avançado",4.7,97.0520265501856,"Não","Não","Não"
"Avançado",2.1,95.119508151607,"Sim","Sim","Sim"
"Básico",2.2,97.5359810420376,"Não","Sim","Não"
"Básico",2.9,89.6526683084744,"Sim","Sim","Sim"
"Intermediário",1.6,105.965108426438,"Não","Sim","Sim"
"Intermediário",1.4,101.650271513458,"Não","Sim","Sim"
"Intermediário",4,83.9828786696733,"Não","Não","Sim"
"Avançado",3.7,132.477918319398,"Sim","Sim","Não"
"Básico",3.7,117.598867533405,"Sim","Não","Sim"
"Intermediário",4.5,113.588910430034,"Não","Não","Sim"
"Básico",4.2,107.07250981438,"Sim","Não","Sim"
"Avançado",1.7,69.8072310014052,"Sim","Sim","Sim"
"Avançado",1.4,125.022734193382,"Não","Não","Sim"
"Intermediário",4.8,87.0681966039461,"Não","Não","Não"
"Avançado",3.6,98.8207312829372,"Não","Não","Não"
"Intermediário",3.4,91.0094304730621,"Não","Não","Não"
"Básico",1,89.0980544621493,"Não","Sim","Sim"
"Básico",3.7,87.9182134561564,"Não","Não","Não"
"Básico",4.6,75.2288931011475,"Sim","Não","Não"
"Intermediário",1.8,123.334071875719,"Não","Sim","Não"
"Básico",2.1,67.2537853822591,"Não","Sim","Sim"
"Intermediário",1.9,108.715280945784,"Sim","Sim","Não"
"Intermediário",4.9,115.166236983461,"Não","Não","Não"
"Básico",4.4,116.384935671962,"Não","Não","Sim"
"Intermediário",3.9,83.3061428301743,"Não","Sim","Não"
"Intermediário",3.7,136.357617517719,"Sim","Não","Não"
"Intermediário",3.6,76.2642900741993,"Não","Não","Não"
"Básico",1.2,66.6269552291243,"Sim","Não","Não"
"Intermediário",4.8,133.014039194178,"Não","Não","Não"
"Avançado",1.6,77.7773747227058,"Sim","Sim","Sim"
"Avançado",2.1,123.449644500318,"Não","Não","Sim"
"Intermediário",3.7,138.285506532905,"Sim","Não","Sim"
"Intermediário",2.6,87.7435760483715,"Sim","Não","Não"
"Intermediário",3,93.0206466687855,"Sim","Sim","Sim"
"Básico",3.4,98.3846170499731,"Sim","Não","Sim"
"Intermediário",4.6,112.903282272962,"Não","Não","Sim"
"Avançado",1.8,98.5262838824399,"Não","Não","Não"
"Básico",3.6,129.957239079605,"Sim","Sim","Não"
"Básico",1.2,102.91085556792,"Não","Não","Sim"
"Intermediário",4.7,88.3141053491832,"Não","Não","Sim"
"Intermediário",2.8,100.703513581512,"Sim","Não","Sim"
"Intermediário",1.8,90.66532437977,"Sim","Não","Não"
"Básico",2.6,87.0596987451857,"Sim","Não","Sim"
"Intermediário",1.3,100.71764419862,"Não","Sim","Não"
"Avançado",4.6,111.653966495064,"Sim","Não","Não"
"Avançado",4.7,151.002244008049,"Sim","Não","Não"
"Avançado",4.4,117.031536317071,"Sim","Sim","Sim"
"Avançado",1.8,90.6868257454861,"Não","Não","Não"
"Intermediário",5,97.1223411033529,"Não","Sim","Não"
"Básico",4.7,81.0946561344574,"Sim","Não","Não"
"Básico",4.9,96.2468952726094,"Não","Sim","Não"
"Básico",3.6,114.382269378455,"Sim","Não","Sim"
"Intermediário",2.3,116.325179961419,"Sim","Sim","Não"
"Intermediário",1.5,81.2315248617141,"Não","Não","Não"
"Básico",2.1,95.2265554641177,"Não","Sim","Não"
"Intermediário",3,102.289215469897,"Não","Não","Não"
"Básico",1.5,83.5020555178505,"Sim","Sim","Não"
"Básico",1.9,113.39658072812,"Sim","Não","Não"
"Básico",3.4,96.4161839098715,"Não","Sim","Sim"
"Básico",3.5,63.4211004987713,"Não","Não","Não"
"Intermediário",1.6,93.4949388132923,"Sim","Sim","Não"
"Básico",2.1,124.618717291026,"Não","Não","Não"
"Intermediário",3.6,93.0353149837877,"Não","Sim","Sim"
"Avançado",3.6,104.885668835179,"Não","Sim","Não"
"Básico",2,66.7845534025602,"Não","Não","Sim"
"Básico",2.1,114.684064157688,"Sim","Sim","Não"
"Básico",2.6,73.6428634899739,"Não","Sim","Sim"
"Intermediário",1.6,155.391663696255,"Não","Sim","Sim"
"Avançado",2.6,108.213497634164,"Sim","Sim","Sim"
"Básico",3.5,119.103780959441,"Sim","Sim","Sim"
"Intermediário",1,100.601171275417,"Sim","Sim","Não"
"Básico",1.3,110.434494580574,"Não","Sim","Sim"
"Intermediário",2.7,97.9252852087913,"Sim","Não","Não"
"Intermediário",3.7,67.4707245101607,"Sim","Não","Sim"
"Básico",1.8,89.846975985149,"Sim","Não","Não"
"Intermediário",4.7,72.9393277934665,"Não","Não","Sim"
"Intermediário",5,100.645304983669,"Sim","Sim","Sim"
"Intermediário",4.6,73.8707947229955,"Sim","Não","Não"
"Avançado",3.6,99.6140258980811,"Não","Sim","Sim"
"Básico",4.7,88.3403971873824,"Não","Não","Sim"
"Avançado",4.3,108.362213908754,"Não","Sim","Sim"
"Básico",4.7,108.870928950552,"Não","Não","Não"
"Intermediário",4.9,101.883658957334,"Sim","Sim","Não"
"Básico",2.3,114.148465626499,"Sim","Não","Não"
"Básico",2.9,64.2479933092141,"Não","Sim","Sim"
"Intermediário",2.3,143.644739643626,"Não","Sim","Sim"
"Avançado",4.4,101.734291837096,"Sim","Sim","Não"
"Intermediário",2.8,63.3969885178374,"Não","Não","Sim"
"Básico",2.8,60.7136599608985,"Sim","Não","Sim"
"Básico",3.4,104.022194599638,"Sim","Não","Sim"
"Intermediário",4.6,92.5486825131724,"Não","Sim","Não"
"Intermediário",4.5,72.0517269712291,"Não","Sim","Sim"
"Intermediário",4.8,149.993567071344,"Sim","Sim","Não"
"Básico",4.6,117.800738495307,"Sim","Não","Sim"
"Básico",1.4,104.196236593261,"Não","Sim","Sim"
"Intermediário",3,75.6836896408396,"Não","Não","Não"
"Básico",2.4,101.769776988171,"Sim","Sim","Não"
"Intermediário",3,95.8460740908838,"Sim","Sim","Não"
"Básico",1.6,138.067377223765,"Sim","Sim","Sim"
"Básico",3,114.339813765571,"Não","Sim","Sim"
"Intermediário",4.3,128.150614544538,"Sim","Não","Não"
"Avançado",3.6,116.447142890937,"Não","Não","Não"
"Básico",3.1,99.9119090188179,"Sim","Não","Sim"
"Avançado",1.4,87.3050826776532,"Sim","Sim","Não"
"Intermediário",2.8,92.7931164881668,"Sim","Sim","Não"
"Avançado",2.1,77.6233969407284,"Sim","Sim","Não"
"Avançado",2.5,85.0200540557221,"Não","Sim","Não"
"Básico",2,125.77290604811,"Sim","Não","Sim"
"Avançado",2.4,83.5733216825831,"Sim","Sim","Não"
"Intermediário",5,129.562895403658,"Não","Não","Sim"
"Básico",1.5,118.661243904272,"Sim","Não","Sim"
"Avançado",3.9,134.978413833812,"Sim","Não","Sim"
"Avançado",1.2,107.74702977212,"Não","Não","Não"
"Básico",4,93.1122521066889,"Sim","Não","Não"
"Intermediário",4,124.453312319284,"Sim","Sim","Sim"
"Básico",2.2,63.0881956678967,"Sim","Não","Não"
"Intermediário",3.8,55.2836078860316,"Sim","Sim","Não"
"Avançado",4.5,127.956471527349,"Não","Sim","Não"
"Intermediário",3,97.4087210221244,"Não","Não","Não"
"Básico",1.3,108.528973431598,"Não","Sim","Sim"
"Intermediário",3.6,86.5450799697334,"Não","Sim","Sim"
"Intermediário",2.7,112.956881914451,"Sim","Não","Não"
"Básico",4.4,117.389147655211,"Não","Não","Não"
"Avançado",4.2,74.7705542753285,"Sim","Não","Não"
"Intermediário",1.9,47.6815944077806,"Não","Não","Sim"
"Básico",3.5,89.2946493958857,"Sim","Sim","Não"
"Básico",1.9,96.7496071037967,"Sim","Não","Não"
"Básico",4,134.547505369172,"Sim","Sim","Sim"
"Básico",1.2,117.209854292896,"Não","Não","Sim"
"Avançado",4.5,70.7468459570669,"Não","Sim","Não"
"Avançado",3.4,134.276691386441,"Não","Não","Não"
"Avançado",1.6,90.93806228952,"Sim","Não","Não"
"Básico",1.8,61.4521449108742,"Sim","Sim","Não"
"Básico",1.2,86.4014586143629,"Sim","Sim","Não"
"Avançado",1,103.272563920418,"Sim","Não","Não"
"Avançado",4.3,111.102329181804,"Não","Não","Não"
"Básico",1.6,92.2261640965203,"Sim","Não","Não"
"Básico",1.1,55.7885119014935,"Sim","Não","Não"
"Avançado",4,105.178139851618,"Sim","Sim","Não"
"Intermediário",3.7,122.592482610213,"Não","Não","Sim"
"Básico",2,116.458421297062,"Não","Sim","Sim"
"Intermediário",4.5,126.951146793057,"Sim","Sim","Não"
"Básico",3.4,91.1963331458523,"Sim","Não","Sim"
"Avançado",2.1,102.110253679121,"Não","Não","Sim"
"Intermediário",2.7,107.837696249091,"Não","Não","Não"
"Avançado",1.9,114.909284645302,"Não","Não","Não"
"Avançado",2.6,116.652882387942,"Sim","Não","Sim"
"Básico",2.4,100.126251732313,"Sim","Não","Sim"
"Avançado",2.8,66.1475836151405,"Não","Não","Sim"
"Avançado",4.1,55.7101179275812,"Não","Sim","Não"
"Avançado",4.2,123.544604016767,"Não","Sim","Sim"
"Intermediário",1.7,91.6581604565808,"Sim","Sim","Não"
"Intermediário",4.9,80.0019512533565,"Não","Não","Não"
"Básico",1.5,135.785304496998,"Sim","Sim","Não"
"Avançado",1.1,94.2837918941711,"Não","Sim","Sim"
"Básico",4.6,107.167392942932,"Não","Não","Sim"
"Básico",4.3,123.775498113416,"Sim","Não","Sim"
"Básico",4.8,73.2838083905318,"Não","Sim","Não"
"Avançado",1,107.625257906058,"Não","Não","Não"
"Intermediário",4.8,103.60788097486,"Sim","Sim","Não"
"Intermediário",3.4,87.5804561784323,"Não","Não","Não"
"Avançado",2.7,71.1203774160817,"Não","Não","Não"
"Básico",3.2,92.4754603951536,"Sim","Não","Não"
"Avançado",4.5,119.28317827931,"Sim","Sim","Não"
"Intermediário",3.2,95.8722888376987,"Não","Sim","Sim"
"Básico",4.7,76.260444000025,"Sim","Sim","Não"
"Básico",2.3,118.523606219871,"Não","Não","Não"
"Básico",4.6,115.196092106478,"Não","Sim","Sim"
"Avançado",1.8,74.805768452871,"Não","Não","Não"
"Básico",2.6,157.740983890005,"Sim","Sim","Sim"
"Básico",3.8,128.237434959422,"Não","Sim","Sim"
"Intermediário",4.1,122.414381992258,"Não","Sim","Não"
"Básico",4.5,74.4922271246197,"Sim","Sim","Sim"
"Intermediário",1.4,106.742400897753,"Sim","Não","Sim"
"Intermediário",3.7,119.919626478661,"Não","Sim","Sim"
"Avançado",2.6,74.7740232528974,"Não","Não","Não"
"Avançado",2.2,80.9724288042564,"Não","Não","Sim"
"Intermediário",4.2,93.4922075154156,"Não","Não","Não"
"Avançado",4.6,119.99263964388,"Sim","Sim","Sim"
"Intermediário",3.7,108.236989822911,"Sim","Não","Sim"
"Básico",4.1,92.3722993652268,"Sim","Não","Não"
"Básico",2.2,99.9512775933766,"Não","Sim","Não"
"Avançado",3,101.494504954465,"Não","Não","Não"
"Avançado",2.1,89.8048932039643,"Não","Não","Sim"
"Avançado",3.6,68.8410812521916,"Não","Não","Não"
"Básico",1.4,105.212630851758,"Sim","Sim","Não"
"Intermediário",1.1,92.3500626911589,"Não","Sim","Sim"
"Intermediário",2.9,104.135379663934,"Sim","Sim","Não"
"Avançado",1.2,82.2919824105397,"Não","Não","Sim"
"Intermediário",4,92.2552597670565,"Não","Não","Sim"
"Básico",2.3,104.795030034544,"Não","Não","Não"
"Intermediário",1.1,103.556115473365,"Não","Sim","Sim"
"Avançado",1.6,88.2555003331455,"Não","Não","Não"
"Básico",1.2,77.5136694962163,"Sim","Sim","Sim"
"Intermediário",2.6,105.659240110896,"Sim","Sim","Sim"
"Intermediário",1.9,97.2025789288025,"Sim","Sim","Sim"
"Avançado",2.4,103.484444084427,"Sim","Sim","Não"
"Básico",2.5,88.6438490247895,"Não","Sim","Sim"
"Básico",3.4,81.0136179929742,"Sim","Não","Não"
"Básico",3.5,72.577192850095,"Sim","Sim","Sim"
"Avançado",4.3,100.116724358165,"Não","Sim","Sim"
"Intermediário",1.9,94.1402501709829,"Não","Não","Sim"
"Avançado",4.5,114.995341826826,"Sim","Sim","Não"
"Intermediário",2.5,89.7252387475049,"Sim","Não","Sim"
"Intermediário",5,96.61712151554,"Não","Não","Sim"
"Intermediário",3.4,90.0024835255393,"Não","Não","Sim"
"Avançado",1.3,101.778928018625,"Sim","Não","Sim"
"Básico",3.6,113.267320632589,"Não","Não","Sim"
"Básico",4.9,40.4063743203847,"Sim","Não","Sim"
"Avançado",1.7,106.641319893801,"Sim","Sim","Sim"
"Intermediário",4.5,112.109343546521,"Sim","Não","Sim"
"Básico",3.3,107.632946886393,"Não","Sim","Sim"
"Intermediário",1.7,107.111946851902,"Sim","Não","Sim"
"Intermediário",3.4,88.8198453051289,"Não","Não","Não"
"Avançado",2.8,100.199634335845,"Não","Sim","Não"
